"","default","student","balance","income"
"4591","Yes","Yes","1433.1676351748","18087.686373002"
"4592","No","Yes","1238.5895095948","10514.828640674"
"4593","No","No","625.6150863632","53655.270475525"
"4594","No","Yes","1681.5724648244","20059.674790835"
"4595","Yes","Yes","1681.4815057985","10155.32398776"
"4596","No","No","602.63814713205","70021.648435531"
"4597","No","No","681.21300216551","37287.229783167"
"4598","No","Yes","966.02698138792","27960.371891395"
"4599","No","Yes","539.16003652122","17824.260714935"
"4600","No","No","921.30429460685","25350.400204829"
"4601","No","Yes","1325.3469227417","21487.623702956"
"4602","No","No","0","46714.558115548"
"4603","No","Yes","900.27460817596","22986.613675128"
"4604","No","No","695.37083012929","31779.39666957"
"4605","No","Yes","1270.9964035054","15069.04870718"
"4606","No","No","1388.5611394223","54935.941204493"
"4607","No","No","635.74169595709","21297.119899292"
"4608","No","No","484.51576874192","39775.249889703"
"4609","No","No","1185.0962709398","42969.718086922"
"4610","No","No","656.98028292966","32225.295287825"
"4611","No","No","1084.9256541311","36908.688430523"
"4612","No","No","1309.5594494815","36851.269117658"
"4613","No","No","847.53065415105","40982.419796214"
"4614","No","No","0","35600.14936624"
"4615","No","No","78.168082843363","56254.175306505"
"4616","No","Yes","251.97174455438","11757.963265684"
"4617","No","No","871.23139840003","31770.623982018"
"4618","No","Yes","918.75879122789","14304.597361795"
"4619","No","No","0","31774.647536239"
"4620","No","No","450.05735913824","36121.237391206"
"4621","No","Yes","1079.3728801642","14223.266812476"
"4622","No","Yes","320.23048192886","14185.274631724"
"4623","No","No","799.37002792362","34293.727508607"
"4624","No","No","1206.5921545857","25646.082203898"
"4625","No","No","0","39830.091618242"
"4626","No","No","603.66167047606","44663.73611706"
"4627","No","No","672.06280461982","33850.978839777"
"4628","No","Yes","959.22235329265","16082.447634608"
"4629","No","No","670.47190510635","24265.586897249"
"4630","No","No","587.2594597655","33732.216230414"
"4631","No","Yes","602.30767628202","11019.586946074"
"4632","No","Yes","937.60605928874","19962.198044213"
"4633","No","No","1502.7577486797","53129.78303944"
"4634","No","No","1063.1556747129","34642.064756934"
"4635","No","No","511.6137514162","36796.794784766"
"4636","No","No","926.96987279997","61937.569669232"
"4637","No","Yes","1004.3646366571","13422.379460811"
"4638","No","No","367.66809591773","50025.944580281"
"4639","No","Yes","256.70707071968","22166.794393134"
"4640","No","Yes","1777.6856507909","21573.900017101"
"4641","No","No","717.74283383041","49347.021805396"
"4642","No","Yes","532.3821352953","17704.814378736"
"4643","No","Yes","1346.6795065634","16104.894965754"
"4644","No","No","334.46641953252","40156.24449271"
"4645","No","No","0","36179.826859068"
"4646","No","Yes","774.49846023042","10333.800547506"
"4647","No","No","779.25999062724","38387.721274812"
"4648","No","No","881.93911191113","62222.980701755"
"4649","No","No","1563.230205364","31126.326780791"
"4650","No","No","991.06096847903","37597.323064376"
"4651","No","No","430.6510941777","38372.021246678"
"4652","No","No","806.37768488168","40454.067879237"
"4653","No","No","438.76663610152","32762.186230105"
"4654","No","Yes","1457.858844699","17365.566715813"
"4655","No","No","366.20488815102","30631.963112847"
"4656","No","No","707.64693163943","35268.01743269"
"4657","No","Yes","244.38215781097","19773.072456596"
"4658","No","No","903.61571644204","20444.424123163"
"4659","No","Yes","1031.4988859703","24636.300215485"
"4660","No","No","914.37827989251","40659.125960374"
"4661","No","No","1047.2516498497","39222.058886265"
"4662","No","No","884.49435656945","30520.353271711"
"4663","No","No","434.77882653593","39099.091853373"
"4664","No","Yes","36.84403823918","16942.305337399"
"4665","No","No","189.36223250886","36706.811967359"
"4666","No","No","366.32128130266","40904.763633344"
"4667","No","Yes","1092.4645722139","14659.718068751"
"4668","No","No","732.73428895668","39024.14923276"
"4669","No","No","594.44052559742","28723.341855482"
"4670","No","Yes","604.59270000291","14896.591869772"
"4671","No","No","1732.8436046641","30322.869305229"
"4672","No","No","577.43333243953","43585.044143074"
"4673","No","No","0","38626.422920689"
"4674","No","No","54.675220865283","32279.568427143"
"4675","No","No","75.951763937394","60826.994027117"
"4676","No","No","550.53271251872","27223.85786997"
"4677","No","Yes","1343.8744841052","17280.438632581"
"4678","No","No","1350.4288468899","26450.291737878"
"4679","No","No","866.3379874586","35141.427643482"
"4680","No","No","6.0718923507153","46930.575160995"
"4681","No","No","501.34517809868","45368.231176023"
"4682","Yes","No","1488.4699248411","36457.223281027"
"4683","No","No","1462.7867374011","60296.398341409"
"4684","Yes","Yes","1567.6792817174","19172.679450467"
"4685","No","No","771.78934688884","42139.070268507"
"4686","No","Yes","1534.968399866","17084.581117385"
"4687","No","Yes","801.0497163256","14679.833443885"
"4688","No","No","1724.3691315898","32610.810332602"
"4689","No","No","0","50258.538937686"
"4690","No","Yes","1277.3743867244","19675.177837099"
"4691","No","No","786.98743415709","33289.850824655"
"4692","No","Yes","231.77072585791","13702.470916812"
"4693","No","No","173.95946051489","53965.051208713"
"4694","No","No","1184.927422268","40958.643989298"
"4695","No","No","1308.2067105833","32215.533374422"
"4696","No","No","203.30008107718","53055.694428331"
"4697","No","No","1092.0988340177","32122.05118474"
"4698","Yes","Yes","1902.9695648761","12464.303042807"
"4699","No","Yes","1004.4382730918","16456.277250022"
"4700","No","No","366.70155150336","60456.117768228"
"4701","No","Yes","1148.7338898889","23812.62699381"
"4702","No","No","0","33272.152146781"
"4703","No","No","476.2352711277","37627.350023247"
"4704","No","Yes","477.78294577112","22753.595472452"
"4705","No","Yes","970.83275603752","19096.889411681"
"4706","No","No","1268.593972865","42012.896586189"
"4707","No","No","657.53111291178","40807.281302076"
"4708","No","No","0","47447.796574013"
"4709","Yes","No","1661.7526450002","21871.462969841"
"4710","Yes","No","2075.1887544738","40882.494220566"
"4711","No","No","915.77156390636","24243.180162174"
"4712","No","Yes","1048.2747628191","20659.144860091"
"4713","No","No","987.56625056947","49542.404232882"
"4714","No","No","535.13534288986","44448.607034166"
"4715","No","No","1057.9326012609","26628.440742067"
"4716","No","No","1023.1479205459","43698.816691916"
"4717","No","No","749.03851613678","53711.46048789"
"4718","No","Yes","1143.3290160663","17367.92552736"
"4719","No","Yes","1269.2265055724","18552.424140281"
"4720","No","No","0","35282.567291104"
"4721","No","Yes","723.37184712738","17623.585668834"
"4722","No","No","1000.3767819047","40272.302022225"
"4723","No","Yes","1069.6930583163","10722.24946392"
"4724","No","Yes","1391.3350019162","18309.420998029"
"4725","No","No","1075.8241707325","22982.22663307"
"4726","No","No","548.64530790348","38094.426169689"
"4727","Yes","Yes","2109.9993948227","17774.525291221"
"4728","No","Yes","649.36011650635","10524.326101295"
"4729","No","No","863.13844098171","58119.716604212"
"4730","No","No","861.64485068924","39272.009042449"
"4731","No","No","567.48919433319","22304.573946309"
"4732","No","Yes","642.53648979142","14763.377181596"
"4733","No","Yes","1045.6574660296","23335.046329718"
"4734","No","No","738.1441282513","43693.066388312"
"4735","No","Yes","0","11537.893228644"
"4736","No","Yes","1137.9541623033","22110.955756392"
"4737","No","No","462.67462827218","50229.58588531"
"4738","No","No","1006.2015605696","42689.273687224"
"4739","No","No","584.19324218348","36676.789149997"
"4740","No","No","1314.765204662","30067.410647322"
"4741","No","No","0","30236.456334252"
"4742","No","Yes","1005.7070062066","10887.499872259"
"4743","No","No","113.57126439878","32803.832647596"
"4744","No","No","967.73985229679","26210.792141117"
"4745","No","No","0","45486.458677475"
"4746","No","No","651.32513491471","51583.250202524"
"4747","No","No","1035.3156446455","53066.104880613"
"4748","No","Yes","58.971945100258","20914.931023137"
"4749","No","No","0","60480.577971455"
"4750","No","Yes","1190.0217281592","16240.767571664"
"4751","No","No","37.992536382541","48739.835381004"
"4752","No","No","652.26667398248","48639.44148244"
"4753","No","No","1529.6878574748","40977.413884081"
"4754","No","No","626.92855679909","42139.184458882"
"4755","No","Yes","756.99560941939","26674.390781942"
"4756","No","Yes","496.79690736662","21058.96159157"
"4757","No","Yes","396.3480739647","19541.046099682"
"4758","No","No","1590.6416413813","36242.496995628"
"4759","No","Yes","1331.9805675556","20672.339540965"
"4760","No","No","36.087990352876","37015.557356585"
"4761","No","No","338.47675387406","32666.512533214"
"4762","No","Yes","992.34832027227","22324.995595221"
"4763","No","Yes","1123.3400116852","20785.640226809"
"4764","No","No","743.62314522524","37333.574122604"
"4765","No","No","1111.6915173515","43659.070587728"
"4766","No","No","969.65601825265","40142.134145803"
"4767","No","No","974.50781836593","25346.778213789"
"4768","No","Yes","285.64961859735","26874.75458489"
"4769","No","No","596.62002691775","30764.662054744"
"4770","No","No","1417.9121132291","38015.166361964"
"4771","No","Yes","1055.0173272153","24188.049749323"
"4772","No","No","1001.2219707783","44801.401001788"
"4773","No","No","771.44100454464","44810.299357671"
"4774","No","Yes","672.56807851335","22788.367381471"
"4775","Yes","No","1511.6109519647","53506.944926029"
"4776","No","No","601.68964674368","31522.784846476"
"4777","No","Yes","1316.6520763471","12165.728998303"
"4778","No","No","122.09430875945","46609.397480198"
"4779","No","No","840.01501810373","51350.637671307"
"4780","No","Yes","1765.8939378325","18053.499723112"
"4781","No","Yes","1752.7361496244","15596.891429453"
"4782","No","No","1147.9780747747","40515.690457161"
"4783","No","No","1839.3222077272","38104.09110626"
"4784","No","No","1208.3951276379","32430.182774582"
"4785","No","No","952.12753009418","49137.395688308"
"4786","No","No","1251.1510345903","45205.245804165"
"4787","No","No","215.54142255944","55278.432652282"
"4788","No","No","1294.4571219953","40768.451053455"
"4789","No","No","463.08559913204","46760.495885105"
"4790","No","No","815.24418309531","26231.465406867"
"4791","No","No","854.51127870417","34463.765108669"
"4792","No","No","1062.0587108117","35781.125486661"
"4793","No","No","1035.1602356451","67450.688074041"
"4794","No","No","880.39651795853","60206.08655233"
"4795","No","No","847.43263201916","37303.574399886"
"4796","No","No","529.18907846569","50195.113006606"
"4797","No","No","1163.0168929405","38902.763619296"
"4798","No","No","570.02468433374","40987.062331077"
"4799","No","No","0","29254.868234306"
"4800","No","Yes","673.47368892093","20926.498549547"
"4801","No","No","1728.335976312","33488.304362976"
"4802","No","No","1285.8285939383","43507.466061692"
"4803","No","Yes","1511.8941971391","22794.071051553"
"4804","No","No","676.6846400603","24989.833687999"
"4805","No","No","1010.5162856888","36298.994976778"
"4806","No","Yes","613.15688305093","17665.477700285"
"4807","No","Yes","1134.2960938858","18991.821212287"
"4808","No","No","295.84323095229","30602.266890106"
"4809","No","No","206.54252262276","14909.367099815"
"4810","No","Yes","1194.8845494871","18943.404107102"
"4811","No","No","1551.0927390193","44596.745945046"
"4812","No","No","1210.1760358453","29460.191596458"
"4813","No","No","407.86074451445","47826.213767217"
"4814","No","No","1561.9337010316","56614.521584211"
"4815","No","No","602.54562973388","42798.078751651"
"4816","No","Yes","640.36446404553","14938.766574702"
"4817","No","No","927.66918169688","39934.14447599"
"4818","No","Yes","1436.6763854366","14418.166019264"
"4819","No","No","552.55131849127","48267.673393458"
"4820","No","No","839.2218563902","43213.694106864"
"4821","No","Yes","1248.9541886275","14024.904982645"
"4822","No","No","929.92592212717","34535.455269791"
"4823","No","No","1198.8328069313","40275.08950067"
"4824","No","No","479.54620074121","24805.923403966"
"4825","No","No","1523.3726741163","44603.326371519"
"4826","No","No","990.80691485565","44966.206731164"
"4827","No","No","890.56550766152","14327.990781273"
"4828","No","No","678.46682855199","40803.574959998"
"4829","No","No","1462.2231725006","29574.234571716"
"4830","No","No","0","48781.478958484"
"4831","No","Yes","490.32179738727","24403.076672713"
"4832","No","Yes","2216.3297527182","24737.081760822"
"4833","No","No","1336.3632456932","22245.512515223"
"4834","No","No","355.06059642525","36888.834322938"
"4835","No","Yes","1094.5216785198","15617.521412677"
"4836","No","Yes","1969.4077482275","23674.376304138"
"4837","No","No","1274.1596850076","41943.677523818"
"4838","No","No","224.1700296504","33542.308180363"
"4839","No","Yes","781.45230561384","18301.583798842"
"4840","No","No","1360.9529305848","46419.816993893"
"4841","No","No","210.79728296045","34468.899161738"
"4842","No","No","671.73260564663","26431.272598197"
"4843","No","No","275.06348203517","28266.171980767"
"4844","No","No","306.18951612478","30587.006778911"
"4845","No","No","293.61496699803","35945.660259122"
"4846","No","No","394.41294476481","52725.159939152"
"4847","No","No","1002.0306414493","49319.338645031"
"4848","No","No","357.51719494424","29711.35968499"
"4849","No","No","959.06305322093","55089.990257963"
"4850","No","No","734.33582943255","49128.537754758"
"4851","No","No","325.33121470552","32961.657034596"
"4852","No","No","910.4827506967","47298.720635274"
"4853","No","No","496.77396009451","38316.135437249"
"4854","No","No","416.63253199063","53256.279631146"
"4855","No","Yes","1525.1723057715","21427.093621198"
"4856","No","No","124.75417137322","45763.792197198"
"4857","No","No","0","52069.294666182"
"4858","No","No","854.91344178492","39190.295673068"
"4859","No","No","796.17399985085","27278.396865568"
"4860","No","No","1044.8631611944","41726.2336321"
"4861","No","No","1690.6680766853","55412.75947287"
"4862","No","No","935.7129441224","34067.054221643"
"4863","No","No","306.45919593215","36812.62604663"
"4864","No","No","698.44056430425","21903.038099078"
"4865","No","No","973.99082069702","45941.02201327"
"4866","No","No","455.01778226024","45611.476450701"
"4867","No","Yes","1133.6996269987","26119.304683844"
"4868","No","No","598.19307348343","42734.439691518"
"4869","No","No","615.47764098465","45792.899957386"
"4870","No","No","1270.1309056654","47817.556620848"
"4871","No","No","956.92261305132","50834.40833826"
"4872","No","Yes","1095.0768118765","18087.719865097"
"4873","No","No","143.56302092038","54411.262120518"
"4874","No","Yes","604.0550916355","21187.710560904"
"4875","No","No","0","38954.107497488"
"4876","No","No","0","37825.221414926"
"4877","No","Yes","1179.9945246639","18954.393793128"
"4878","No","No","337.65136824518","36787.019606017"
"4879","No","No","855.596783861","40412.725688994"
"4880","No","No","437.57773890449","55720.972962205"
"4881","No","Yes","596.80652783554","17397.345240438"
"4882","No","Yes","1725.3869536782","19915.929490617"
"4883","No","No","619.54064162904","39049.500419024"
"4884","No","No","627.98773944284","56266.153401534"
"4885","No","No","186.52352005296","36717.514575144"
"4886","No","Yes","1093.0275298137","12179.038192882"
"4887","No","No","684.27046376274","42437.914761452"
"4888","No","No","963.09266871237","33110.304108965"
"4889","No","No","190.50343014714","53690.591230331"
"4890","No","No","68.305931984882","52323.902137656"
"4891","No","No","1336.9698398162","33148.768648443"
"4892","No","No","372.42585488596","53695.296382203"
"4893","No","No","1095.0282413423","36282.47457479"
"4894","No","No","813.13397803629","59309.476682603"
"4895","No","No","31.704122869058","42191.659189557"
"4896","No","No","655.83204174059","37267.582805822"
"4897","No","No","1340.2404292887","37464.318763531"
"4898","No","No","881.25651140597","41728.846096513"
"4899","No","No","684.71504462294","27951.1972343"
"4900","No","No","1158.379804365","61054.763932269"
"4901","No","No","945.26821883647","38738.535388431"
"4902","No","Yes","465.58362869922","15625.633529461"
"4903","No","No","999.63485520902","51385.699728826"
"4904","No","No","1143.6807946927","48044.897009503"
"4905","No","Yes","669.38078817114","16805.193716581"
"4906","No","Yes","838.97094288532","21407.452404656"
"4907","No","Yes","1384.7375970468","23083.667086692"
"4908","No","Yes","1401.0731910563","21811.268249447"
"4909","No","No","1591.1935826083","37501.486890607"
"4910","No","No","54.050593721886","46662.112814716"
"4911","No","No","862.91971023389","36774.21590522"
"4912","No","No","712.20772069224","29546.489879129"
"4913","No","No","908.92654841901","40757.094123221"
"4914","No","No","779.07643792557","31710.974051986"
"4915","No","Yes","99.382562449482","16725.245070437"
"4916","No","No","1081.0013367162","32344.578584318"
"4917","No","No","1124.2491348327","27521.151577218"
"4918","No","No","923.40656690492","33122.220036047"
"4919","No","No","1096.2184695742","30653.262750531"
"4920","No","No","999.66780590439","51420.976710641"
"4921","No","No","0","16601.63527584"
"4922","No","Yes","517.8219593629","12673.906074504"
"4923","No","No","1461.8874628892","38559.073479899"
"4924","No","No","699.05386577497","41722.806067653"
"4925","No","Yes","1241.0618982583","4664.5650474417"
"4926","No","No","1380.7498036295","52664.876586171"
"4927","No","No","561.96460642633","40555.407595628"
"4928","No","No","1122.7469582923","47140.829003908"
"4929","No","Yes","736.24405655554","13756.545521478"
"4930","No","No","643.48115479251","45925.88666308"
"4931","No","No","1141.1579377815","44333.210625374"
"4932","No","Yes","1273.8911367113","20104.430164559"
"4933","No","Yes","1306.0465368104","20776.388651472"
"4934","No","Yes","840.98890920254","15406.207410961"
"4935","No","No","289.24543854148","46550.525505629"
"4936","No","No","758.13428508856","33220.575491522"
"4937","No","No","930.71693855697","46501.275711698"
"4938","Yes","Yes","2177.1508689113","17659.747822234"
"4939","No","No","0","24892.91568774"
"4940","No","Yes","565.83005884031","21042.227716923"
"4941","No","No","1076.1265844001","23632.520300746"
"4942","No","Yes","1031.8699298271","18668.48354882"
"4943","No","Yes","768.40374178064","15417.841537318"
"4944","No","Yes","690.42104921199","19273.732386382"
"4945","No","No","469.84424125174","51308.318505771"
"4946","No","No","617.86002536668","50177.77338187"
"4947","No","Yes","1779.0496986912","15689.77662998"
"4948","No","No","0","47669.704077039"
"4949","Yes","No","1928.280283392","35492.128229884"
"4950","No","No","1123.7192596589","56217.684895977"
"4951","No","No","794.64610843635","41033.587713623"
"4952","No","Yes","1428.0668825016","19818.291660049"
"4953","Yes","No","1028.7672066077","40346.833274419"
"4954","No","No","1006.2029774756","50501.761544206"
"4955","No","No","691.75171349265","45420.96911662"
"4956","No","No","524.83815013125","41268.423647073"
"4957","No","No","493.91416075455","37409.183929776"
"4958","No","No","1520.98047817","37510.539355771"
"4959","No","No","665.03975655214","47062.253085304"
"4960","No","Yes","1520.4421010579","18462.430658393"
"4961","No","No","1094.7804725769","34190.876522076"
"4962","No","No","735.09104082882","44933.323150562"
"4963","No","No","681.69357639072","33327.113034872"
"4964","No","No","376.03454399299","50748.271735002"
"4965","Yes","No","2037.9433537388","43016.072179948"
"4966","No","Yes","1630.1995894552","14232.66153338"
"4967","No","Yes","0","21881.70591016"
"4968","No","No","184.42753187437","36731.626950308"
"4969","No","No","349.66066562337","39391.322313893"
"4970","No","No","673.55527026558","49169.728539863"
"4971","No","No","82.72452490909","42048.444797356"
"4972","No","No","1247.1206052324","50539.907446309"
"4973","No","Yes","640.63954302239","29236.630191797"
"4974","No","No","273.44697235471","52492.749823248"
"4975","No","No","0","35377.140726393"
"4976","No","No","803.83118681409","33417.772411994"
"4977","No","No","1248.3757490396","37469.86462453"
"4978","No","No","0","40348.314179772"
"4979","No","Yes","1307.2049729174","19381.541319722"
"4980","No","No","0","45793.393035065"
"4981","No","No","1186.0987051338","50353.925429551"
"4982","No","Yes","1037.5730179901","18769.579024165"
"4983","Yes","Yes","1878.0011459383","17473.183990582"
"4984","No","No","736.23483693066","36313.633552722"
"4985","No","No","260.16217537031","33551.715296512"
"4986","No","Yes","1103.6817818014","14225.721339625"
"4987","No","Yes","886.0593168039","10378.642294674"
"4988","No","No","221.16378275308","43072.894247754"
"4989","No","No","1098.0577508616","29402.873137565"
"4990","No","No","0","38686.675290123"
"4991","No","No","826.94981043426","46946.052449461"
"4992","No","No","569.96772151171","38982.017427627"
"4993","No","No","1316.0574107518","45308.563837053"
"4994","No","No","86.725518693522","51257.583462367"
"4995","No","No","1458.8353249499","24850.584777006"
"4996","No","No","1243.451348211","41184.898906828"
"4997","No","No","790.75576001741","41909.107670141"
"4998","No","No","1997.172809798","50273.601034762"
"4999","No","No","960.91266775496","29304.457721728"
"5000","No","No","646.85674367262","28836.757133266"
"5001","No","Yes","287.64948929053","15441.36674681"
"5002","No","No","630.66533690189","56266.758499114"
"5003","No","No","610.50086697047","28664.042659633"
"5004","No","No","1224.2294141262","34490.225003705"
"5005","No","No","326.87367611507","48756.027580289"
"5006","No","Yes","325.28281988407","15644.241969999"
"5007","No","Yes","623.75785929709","19191.966916563"
"5008","No","No","1394.4767755673","44092.548677897"
"5009","No","No","929.08546773871","35571.776651046"
"5010","No","No","887.74341095295","43478.885194406"
"5011","No","No","0","26598.643224436"
"5012","No","Yes","127.22276314624","9801.5001673173"
"5013","No","No","986.35889501231","41688.064343258"
"5014","No","Yes","1430.3255017555","20846.963316087"
"5015","Yes","No","1026.3588546109","56182.129930377"
"5016","No","No","556.01749844785","33705.078650338"
"5017","No","No","1018.436236499","53962.277688991"
"5018","No","Yes","1083.711391067","17040.519396084"
"5019","No","No","1602.8069430866","34700.265963546"
"5020","No","No","921.34785411499","47610.955196961"
"5021","No","Yes","769.44976181227","21717.943721979"
"5022","No","Yes","289.83414270894","13914.603719567"
"5023","No","No","955.3391648917","46310.107523887"
"5024","No","No","387.78669978921","38745.361151501"
"5025","No","Yes","1340.9663889156","18725.954208489"
"5026","No","No","1252.8940392937","35587.723597475"
"5027","No","No","435.39315942201","32907.332467179"
"5028","No","No","491.04850608109","37219.521075924"
"5029","No","No","1112.509303639","44298.385643786"
"5030","No","No","828.98020983988","55696.803698871"
"5031","No","No","568.35200355728","38963.959243954"
"5032","No","Yes","672.41041099622","16508.425033884"
"5033","No","No","931.78410724243","37280.410146929"
"5034","No","Yes","982.77309732734","24145.529432349"
"5035","No","Yes","686.528758339","25779.783340023"
"5036","No","No","1069.5269108327","34694.000748965"
"5037","No","No","863.95485464835","17159.163382529"
"5038","No","Yes","976.45148467436","10541.570225167"
"5039","Yes","No","1586.5021990483","48925.933377309"
"5040","No","No","544.12624845848","49900.584019105"
"5041","No","No","198.92914181972","50463.775492981"
"5042","No","No","1026.1940951396","35685.483734118"
"5043","No","No","1317.5648641479","40731.763967057"
"5044","No","No","0","33322.482358679"
"5045","No","No","358.61377692825","47688.804721302"
"5046","No","Yes","1511.3728798349","14982.598506944"
"5047","No","No","359.91667874937","52248.118071229"
"5048","No","Yes","529.34310629573","17245.800610157"
"5049","No","Yes","888.56481903457","21820.217178924"
"5050","Yes","No","1954.3332992356","35067.534924228"
"5051","No","No","131.74707596334","36947.778618019"
"5052","No","No","518.89902041154","46192.554365514"
"5053","No","Yes","1593.3274921059","11570.728622759"
"5054","Yes","Yes","1473.0345610803","18108.961670721"
"5055","No","No","1527.9247989657","44640.744744742"
"5056","No","No","1349.9084793183","48103.030777865"
"5057","No","No","371.88186340076","46682.546947148"
"5058","No","No","758.0210778388","55278.591944795"
"5059","No","No","1306.8320341369","57561.411260905"
"5060","No","No","605.84723989875","58892.90548427"
"5061","No","No","1085.2438113961","21805.792307027"
"5062","No","Yes","1582.2346096024","20214.689537009"
"5063","No","No","1078.4834600626","40944.269783908"
"5064","No","No","711.66381770479","35741.202160284"
"5065","No","No","1204.4591831707","39418.707086502"
"5066","No","Yes","885.20989570775","18693.727119452"
"5067","No","No","1795.8837113162","25878.51931005"
"5068","No","No","230.91622661325","36139.410582564"
"5069","No","Yes","1038.5555979601","17055.795039137"
"5070","No","No","731.47712818509","18843.271316375"
"5071","No","No","1734.2280437484","37621.633172308"
"5072","No","No","640.52034979947","30327.607741133"
"5073","No","No","218.11485408738","38766.107626918"
"5074","No","No","912.39042346578","26857.171899143"
"5075","No","No","726.04214847851","42272.437837762"
"5076","No","No","408.61901783279","35622.598388961"
"5077","No","No","309.74093240514","33333.564720563"
"5078","No","No","1392.6193716631","54027.199467977"
"5079","No","Yes","587.04493992298","15939.819516701"
"5080","No","No","898.27265631426","48233.875497513"
"5081","No","No","325.84100564473","37392.681507636"
"5082","No","No","896.02713588612","30452.036838911"
"5083","No","No","803.76457773482","48013.610149171"
"5084","No","No","509.19563340924","46368.394072958"
"5085","No","Yes","1031.0177319534","16568.633004745"
"5086","No","No","782.41339440197","34830.626285528"
"5087","No","No","1168.3774858525","42388.121015128"
"5088","No","No","561.623001827","36266.805879308"
"5089","No","No","850.5184574294","35683.832287226"
"5090","No","No","752.51021847646","18960.365575285"
"5091","No","No","245.50596145799","31307.243644282"
"5092","Yes","No","1733.8246787018","26330.511729311"
"5093","No","No","590.6660320013","59574.217720019"
"5094","No","Yes","711.58282259562","17780.759828139"
"5095","No","Yes","831.84534384995","19797.356588476"
"5096","No","No","1344.7112814931","26215.391835338"
"5097","No","No","224.69114505176","55040.6127339"
"5098","No","No","361.74266552961","54071.340558577"
"5099","No","No","1322.8109638837","48016.61733574"
"5100","No","No","1043.3743966201","28079.262683639"
"5101","No","No","1475.5184852365","48653.683752926"
"5102","No","No","812.08388690456","41821.299778673"
"5103","No","Yes","287.79236230783","13060.008570557"
"5104","No","No","775.30978946985","38721.245894494"
"5105","No","No","344.62407713896","43246.577989562"
"5106","No","Yes","372.4308103885","17243.049302419"
"5107","No","Yes","2088.5291087492","18078.329167844"
"5108","No","No","946.39816690721","30770.06673018"
"5109","No","No","675.37672629136","36921.575956122"
"5110","No","No","1012.7684538166","36406.241088371"
"5111","No","Yes","1011.9372094139","18509.29713366"
"5112","No","No","452.37265085457","59429.12314081"
"5113","No","No","1092.4912589164","30654.685256551"
"5114","No","No","71.577689761399","61588.25450225"
"5115","No","No","1319.0417181748","57768.899984811"
"5116","No","No","266.27775868833","41204.294991012"
"5117","No","No","370.96364895973","25321.352822548"
"5118","No","No","848.72442635896","41585.952552588"
"5119","No","No","507.39613159446","35353.405530631"
"5120","No","Yes","267.32782909653","19698.713880473"
"5121","No","No","420.89933186724","39764.702431312"
"5122","No","No","129.59644851906","52169.231571079"
"5123","No","No","327.24043728752","40061.62451403"
"5124","No","No","678.07110557078","63791.824204678"
"5125","No","Yes","199.12709268221","19913.602502446"
"5126","No","No","1215.6982445086","33598.970755391"
"5127","No","No","460.68150582309","37129.270818232"
"5128","No","Yes","1300.7204331361","9266.5297313282"
"5129","No","No","534.56870798008","37281.040210688"
"5130","No","No","1308.5291715203","57190.874872843"
"5131","No","No","507.06503201289","42753.191915581"
"5132","No","No","197.32726539735","24562.119655863"
"5133","No","Yes","819.83429204002","16412.997021588"
"5134","No","No","0","57003.593765908"
"5135","No","No","1489.7803318143","30296.610437011"
"5136","No","No","581.52081860213","53100.572478383"
"5137","No","Yes","286.29156463771","19553.63560598"
"5138","No","No","371.86522014134","45949.914206764"
"5139","No","Yes","992.78022109189","16585.324282047"
"5140","No","Yes","758.13852355797","23758.577634554"
"5141","No","No","1174.1949085853","35533.484518999"
"5142","No","Yes","1196.0982644368","23851.221391526"
"5143","No","No","613.23140243496","34664.571325298"
"5144","No","No","968.97234028454","33763.190279741"
"5145","No","Yes","1151.2987164068","14384.767081102"
"5146","No","No","848.70273985283","35192.838866761"
"5147","No","Yes","989.09077014817","20262.021940569"
"5148","No","No","92.740662997336","40722.590648906"
"5149","No","No","1654.9341753616","33179.783922924"
"5150","No","No","212.49792870985","53619.475706379"
"5151","No","No","73.893234830348","44308.905402897"
"5152","No","No","692.15523399331","37592.2608516"
"5153","No","No","957.58396221234","40315.772837537"
"5154","No","No","69.023877541276","41566.58207082"
"5155","No","No","1394.1254433982","42921.017077944"
"5156","No","No","1317.8664680999","36610.886110708"
"5157","No","No","602.09639558127","53553.722470954"
"5158","No","No","430.11822118801","41105.287634653"
"5159","No","No","211.98302819767","33448.244783582"
"5160","No","No","544.14314563775","33861.553904024"
"5161","No","Yes","943.84306428015","16701.783093276"
"5162","Yes","No","1412.1924484273","37283.008101414"
"5163","No","No","1416.4447698992","33099.496884346"
"5164","No","No","193.2831646698","37376.649713065"
"5165","No","No","857.23644841428","67124.057089268"
"5166","No","No","1132.0784821923","29715.3049436"
"5167","No","No","1489.3570273597","37758.412886396"
"5168","No","No","1527.3593247371","33923.528765252"
"5169","No","Yes","1427.0493836772","18268.526831554"
"5170","No","No","964.86303728727","43744.983354468"
"5171","No","No","326.15092990097","32919.971052692"
"5172","No","No","866.29966854065","65931.951109459"
"5173","No","No","626.16015422448","34007.908346724"
"5174","No","No","836.19286460342","43275.14522557"
"5175","No","No","826.5580205415","44371.747340566"
"5176","No","No","102.12252255831","33300.187521695"
"5177","No","No","1609.2970309356","52752.968425183"
"5178","No","Yes","140.45562189031","11179.497859283"
"5179","No","No","1147.9806946039","20766.395072517"
"5180","No","No","855.29256573603","35749.032786195"
